User,AdID,AdName,...
49,12,gamecube,47,LonelyPlanetBooks,52,yamaguchi,27,FinalFantasy500
50,42,macys,47,LonelyPlanetBooks,46,u2,34,bloomingdales_Ny
51,34,bloomingdales_Ny,47,LonelyPlanetBooks,46,u2,54,titanic_cameron
52,23,Tacobell,19,sf_giants,58,yankees,1,TigerWoods
53,43,xbox360,29,wendys,38,redsocks,53,atlantabraves
54,23,Tacobell,47,LonelyPlanetBooks,6,oldnavy,56,DeltaAir
55,56,DeltaAir,39,avengers,20,southwestAirlines,24,harry_potter_cinema
56,27,FinalFantasy500,51,expedia_travel,35,Playstation3,33,MSKinect
57,47,LonelyPlanetBooks,46,u2,54,titanic_cameron,6,oldnavy
58,43,xbox360,51,expedia_travel,2,WestinHotels,23,Tacobell
59,46,u2,8,JustinTimberlake,12,gamecube,1,TigerWoods
60,23,Tacobell,38,redsocks,40,phelps,53,atlantabraves
61,59,MarioBrothers,28,PeetsCoffee,23,Tacobell,10,WholeFoods_SF
62,46,u2,33,MSKinect,47,LonelyPlanetBooks,35,Playstation3
63,42,macys,43,xbox360,31,KanyeWest,59,MarioBrothers
64,18,Snapple,24,harry_potter_cinema,20,southwestAirlines,15,ny_knicks
65,15,ny_knicks,54,titanic_cameron,39,avengers,56,DeltaAir
66,3,NintendoDS,22,burgerking,47,LonelyPlanetBooks,27,FinalFantasy500
67,43,xbox360,23,Tacobell,45,BingTravel,6,oldnavy
68,15,ny_knicks,29,wendys,44,VirginAmerica,21,IronMan2
69,12,gamecube,0,PokemonGreen,50,HiltonInn,3,NintendoDS
70,46,u2,34,bloomingdales_Ny,14,WorldGuides,5,gap
71,56,DeltaAir,44,VirginAmerica,14,WorldGuides,24,harry_potter_cinema
72,44,VirginAmerica,23,Tacobell,43,xbox360,50,HiltonInn
73,7,maybelline,48,gaga,12,gamecube,30,KatyPerry
74,1,TigerWoods,8,JustinTimberlake,42,macys,19,sf_giants
75,3,NintendoDS,46,u2,0,PokemonGreen,43,xbox360
76,24,harry_potter_cinema,55,TraderJoes,5,gap,29,wendys
77,28,PeetsCoffee,47,LonelyPlanetBooks,44,VirginAmerica,6,oldnavy
78,43,xbox360,1,TigerWoods,23,Tacobell,17,bruins
79,54,titanic_cameron,14,WorldGuides,56,DeltaAir,20,southwestAirlines
80,42,macys,20,southwestAirlines,3,NintendoDS,50,HiltonInn
81,59,MarioBrothers,33,MSKinect,45,BingTravel,3,NintendoDS
82,3,NintendoDS,42,macys,45,BingTravel,47,LonelyPlanetBooks
83,1,TigerWoods,25,KFC,22,burgerking,3,NintendoDS
84,54,titanic_cameron,15,ny_knicks,44,VirginAmerica,18,Snapple
85,27,FinalFantasy500,41,gatorade,3,NintendoDS,10,WholeFoods_SF
86,17,bruins,19,sf_giants,49,Jordan,1,TigerWoods
87,35,Playstation3,52,yamaguchi,27,FinalFantasy500,47,LonelyPlanetBooks
88,52,yamaguchi,47,LonelyPlanetBooks,12,gamecube,45,BingTravel
89,21,IronMan2,3,NintendoDS,33,MSKinect,25,KFC
90,14,WorldGuides,44,VirginAmerica,20,southwestAirlines,6,oldnavy
91,47,LonelyPlanetBooks,9,GleeTV,46,u2,31,KanyeWest
92,57,britney,39,avengers,56,DeltaAir,9,GleeTV
93,59,MarioBrothers,0,PokemonGreen,51,expedia_travel,46,u2
94,28,PeetsCoffee,33,MSKinect,3,NintendoDS,43,xbox360
95,21,IronMan2,56,DeltaAir,6,oldnavy,32,westfield_mall
96,8,JustinTimberlake,24,harry_potter_cinema,30,KatyPerry,13,bieber
97,3,NintendoDS,43,xbox360,59,MarioBrothers,46,u2
98,18,Snapple,16,hollywood,15,ny_knicks,21,IronMan2
99,55,TraderJoes,3,NintendoDS,14,WorldGuides,10,WholeFoods_SF
